Email_ID,Date,Time,Month,Year,Day_of_Week,Fraud_Category,Sub_Technique,Risk_Level,Target_Victim,Sender_Email,Subject,Message,Amount_Bait,Label
FRAUD_03155,2024-10-20,03:09:42,October,2024,Sunday,Bank Fraud,KYC Fraud,High,Bank Account Holders,noreply@hdfc-account-verify.biz,Axis Bank: Your net banking is suspended,"AXIS BANK SECURITY ALERT: We have detected multiple failed login attempts on your NetBanking account on 2024-10-20. As a security measure, your NetBanking access has been suspended. To restore access, please verify your account at: http://axisbank-netbanking-restore.com. You will need your Customer ID, Password, Debit Card number and OTP. If you do not restore access within 48 hours, your account will be permanently blocked.","Rs. 140,000",Fraud/Spam
FRAUD_00949,2024-10-20,19:17:24,October,2024,Sunday,Phishing,Account Suspension Threat,Critical,Bank Account,alert@icici-login.info,Apple ID suspended - Verify now,"Dear SBI Customer, Your SBI NetBanking account has been temporarily blocked due to multiple failed login attempts. To unblock your account and resume normal banking, please verify your details at: http://sbi-netbanking-verify.com. Keep your Debit Card and OTP ready. This link expires in 12 hours.","$200,000",Fraud/Spam
FRAUD_02456,2024-10-20,08:36:21,October,2024,Sunday,Job Offer Scam,Advance Fee,Medium,Working Professionals,hr@part-time-earning.com,"Work from home and earn Rs. 50,000/month","PART-TIME ONLINE JOB: Earn Rs. 800 per hour doing simple data entry work from home. Work 3-4 hours daily and earn Rs. 70,000-80,000/month. No target, no pressure. Payment every Friday directly to bank. To get started, purchase our training package for Rs. 1,200. This is a one-time fee and includes lifetime access to our job portal. Contact: jobs@data-entry-work.net","Rs. 470,000",Fraud/Spam
FRAUD_04446,2024-10-21,02:59:22,October,2024,Monday,Investment Scam,Guaranteed Returns,Critical,Investors,invest@mlm-fasttrack.com,SEBI approved fund: 45% guaranteed returns,"EXCLUSIVE INVESTMENT OPPORTUNITY: Our Crypto Trading Algorithm has delivered consistent 50% monthly returns for the past 18 months. Invest as little as Rs. 10,000 and watch it grow to Rs. 15,000 in just 30 days — GUARANTEED. Our AI-powered trading bot operates 24/7 on major crypto exchanges. No trading experience required. Your capital is 100% safe. Minimum investment: Rs. 10,000. To start earning, transfer funds to our account and receive daily profit reports. Contact: invest@crypto-double-returns.com","Rs. 350,000",Fraud/Spam
FRAUD_04725,2024-10-21,02:56:30,October,2024,Monday,Investment Scam,Advance Fee,Critical,Retired Persons,profit@nse-tips-insider.com,SEBI approved fund: 45% guaranteed returns,"GUARANTEED FOREX RETURNS: Our expert forex traders earn Rs. 10,000-25,000 daily using our proven strategy. We are now offering managed accounts where you invest and we trade on your behalf. Returns: 8-12% monthly guaranteed. Minimum investment: $500. Your funds are held in a regulated broker account. Monthly withdrawal available. Our traders have 15 years of experience. Join our exclusive group of 5,000 investors. Proof of earnings available on request. Contact: trade@forex-daily-profit.org","Rs. 290,000",Fraud/Spam
FRAUD_04081,2024-10-21,02:10:54,October,2024,Monday,Investment Scam,Ponzi Scheme,Critical,Investors,invest@mlm-fasttrack.com,Exclusive MLM opportunity: Earn Rs. 5 lakh/month,"GUARANTEED FOREX RETURNS: Our expert forex traders earn Rs. 10,000-25,000 daily using our proven strategy. We are now offering managed accounts where you invest and we trade on your behalf. Returns: 8-12% monthly guaranteed. Minimum investment: $500. Your funds are held in a regulated broker account. Monthly withdrawal available. Our traders have 15 years of experience. Join our exclusive group of 5,000 investors. Proof of earnings available on request. Contact: trade@forex-daily-profit.org","Rs. 30,000",Fraud/Spam
FRAUD_04393,2024-10-21,02:42:38,October,2024,Monday,Investment Scam,Ponzi Scheme,Critical,Middle Class,invest@mlm-fasttrack.com,SEBI approved fund: 45% guaranteed returns,"REAL ESTATE QUICK PROFIT SCHEME: Invest in our upcoming township project and get 200% returns in just 6 months. How: We purchase distressed properties at 50% below market value, renovate and sell at full price. You share in the profit. Minimum investment: Rs. 2,00,000. Expected returns: Rs. 6,00,000 in 180 days. Government approved project. Legal documents available. 500 investors already enrolled. Limited slots remaining. Book your slot by 2024-10-21: trade@real-estate-quick.net","Rs. 50,000",Fraud/Spam
FRAUD_03459,2024-10-21,07:20:01,October,2024,Monday,Bank Fraud,Card Blocking Threat,High,Bank Account Holders,security@axis-bank-update.net,HDFC: Your debit card is blocked,"Dear ICICI Bank Customer, A transaction of Rs. 1,24,000 has been initiated from your account (XXXX7823) on 2024-10-21 to an unknown beneficiary. If you did not authorize this transaction, please block it immediately by calling us at our fake helpline or visiting: http://icici-transaction-block.net. Enter your account number, ATM PIN and OTP to block this transaction. Act within 30 minutes before funds are transferred.","Rs. 90,000",Fraud/Spam
FRAUD_03675,2024-10-21,17:52:19,October,2024,Monday,Bank Fraud,KYC Fraud,Critical,Bank Account Holders,noreply@hdfc-account-verify.biz,HDFC: Your debit card is blocked,"AXIS BANK SECURITY ALERT: We have detected multiple failed login attempts on your NetBanking account on 2024-10-21. As a security measure, your NetBanking access has been suspended. To restore access, please verify your account at: http://axisbank-netbanking-restore.com. You will need your Customer ID, Password, Debit Card number and OTP. If you do not restore access within 48 hours, your account will be permanently blocked.","Rs. 330,000",Fraud/Spam
FRAUD_03505,2024-10-22,22:33:48,October,2024,Tuesday,Bank Fraud,KYC Fraud,High,Senior Citizens,alerts@sbi-kyc-update.net,Axis Bank: Your net banking is suspended,"Dear ICICI Bank Customer, A transaction of Rs. 1,24,000 has been initiated from your account (XXXX7823) on 2024-10-22 to an unknown beneficiary. If you did not authorize this transaction, please block it immediately by calling us at our fake helpline or visiting: http://icici-transaction-block.net. Enter your account number, ATM PIN and OTP to block this transaction. Act within 30 minutes before funds are transferred.","Rs. 140,000",Fraud/Spam
FRAUD_01042,2024-10-22,01:55:27,October,2024,Tuesday,Lottery Fraud,Urgency + Expiry,High,Senior Citizens,claims@united-nations-lottery.org,Your email won our international lottery,"MICROSOFT CORPORATION LOTTERY NOTIFICATION: Microsoft is awarding $500,000 to 20 lucky email users worldwide as part of its annual promotional lottery on 2024-10-22. Your email was among those selected. Ref: MSL-2025-0934. To claim your prize, contact: notify@microsoft-lottery-winner.net with your personal details and bank information. A legal processing fee of $75 is required. Congratulations from the Microsoft Team!","$950,000",Fraud/Spam
FRAUD_04891,2024-10-23,10:26:36,October,2024,Wednesday,Investment Scam,Guaranteed Returns,Critical,Young Professionals,profit@ponzi-returns.biz,Earn 50% monthly returns on crypto,"SEBI REGISTERED INVESTMENT ADVISORY: Our expert analysts have identified 5 multibagger stocks that will give 500% returns in the next 6 months. Our last 10 tips gave average returns of 180%. Join our premium WhatsApp group for Rs. 2,999/month and receive daily buy/sell calls with target prices. We guarantee minimum 40% monthly returns or full refund. Our track record since 2020: 94% accuracy. Limited seats available. Register at: profit@stock-tips-guaranteed.net","Rs. 370,000",Fraud/Spam
FRAUD_01850,2024-10-23,15:05:49,October,2024,Wednesday,Lottery Fraud,Prize Notification,High,General Public,prize@rbi-lottery-scheme.com,WINNER: You are selected in our global draw,"MICROSOFT CORPORATION LOTTERY NOTIFICATION: Microsoft is awarding $500,000 to 20 lucky email users worldwide as part of its annual promotional lottery on 2024-10-23. Your email was among those selected. Ref: MSL-2025-0934. To claim your prize, contact: notify@microsoft-lottery-winner.net with your personal details and bank information. A legal processing fee of $75 is required. Congratulations from the Microsoft Team!","$150,000",Fraud/Spam
FRAUD_04955,2024-10-24,08:39:20,October,2024,Thursday,Investment Scam,Fake SEBI Registration,High,Middle Class,profit@ponzi-returns.biz,SEBI approved fund: 45% guaranteed returns,"SEBI REGISTERED INVESTMENT ADVISORY: Our expert analysts have identified 5 multibagger stocks that will give 500% returns in the next 6 months. Our last 10 tips gave average returns of 180%. Join our premium WhatsApp group for Rs. 2,999/month and receive daily buy/sell calls with target prices. We guarantee minimum 40% monthly returns or full refund. Our track record since 2020: 94% accuracy. Limited seats available. Register at: profit@stock-tips-guaranteed.net","Rs. 160,000",Fraud/Spam
FRAUD_03043,2024-10-24,22:28:00,October,2024,Thursday,Bank Fraud,RBI Impersonation,High,Rural Customers,alerts@sbi-kyc-update.net,PNB: Your account shows unusual activity,"Dear ICICI Bank Customer, A transaction of Rs. 1,24,000 has been initiated from your account (XXXX7823) on 2024-10-24 to an unknown beneficiary. If you did not authorize this transaction, please block it immediately by calling us at our fake helpline or visiting: http://icici-transaction-block.net. Enter your account number, ATM PIN and OTP to block this transaction. Act within 30 minutes before funds are transferred.","Rs. 100,000",Fraud/Spam
FRAUD_01357,2024-10-24,09:09:32,October,2024,Thursday,Lottery Fraud,Advance Fee,Medium,Working Professionals,notify@intl-sweepstakes-2025.org,Amazon Lucky Draw: Prize awaits you,"MICROSOFT CORPORATION LOTTERY NOTIFICATION: Microsoft is awarding $500,000 to 20 lucky email users worldwide as part of its annual promotional lottery on 2024-10-24. Your email was among those selected. Ref: MSL-2025-0934. To claim your prize, contact: notify@microsoft-lottery-winner.net with your personal details and bank information. A legal processing fee of $75 is required. Congratulations from the Microsoft Team!","$50,000",Fraud/Spam
FRAUD_04881,2024-10-25,00:20:55,October,2024,Friday,Investment Scam,Crypto Fraud,Critical,Investors,profit@ponzi-returns.biz,Gold investment scheme: 35% returns annually,"BITCOIN INVESTMENT PLAN: Invest your idle money in Bitcoin through our managed fund and earn 3X returns in just 60 days. How it works: You invest Rs. 50,000. Our expert traders handle everything. After 60 days, you receive Rs. 1,50,000. Withdrawal anytime. No lock-in period. We have paid over Rs. 50 crore to our investors since 2022. Proof of payments available. Join 10,000+ happy investors. Transfer now to start: invest@bitcoin-guaranteed.net","Rs. 290,000",Fraud/Spam
FRAUD_01275,2024-10-25,11:51:16,October,2024,Friday,Lottery Fraud,Advance Fee,High,Senior Citizens,claims@uk-national-lottery.biz,"Congratulations! You have won $1,000,000","CONGRATULATIONS! Your email address was randomly selected as the GRAND PRIZE WINNER of the Euro Millions International Online Lottery held on 2024-10-25. You have won the sum of USD $1,000,000 (One Million United States Dollars). Your Reference Number is: EML-2025-WIN-88421. To claim your prize, contact our claims agent Mr. David Williams at: claims@euromillions-claim.com with your full name, address, phone number, occupation, and bank account details. A processing fee of $150 is required to release your winnings.","$100,000",Fraud/Spam
FRAUD_01227,2024-10-25,22:31:32,October,2024,Friday,Lottery Fraud,Advance Fee,Medium,Working Professionals,prize@worldlotto-international.net,You have won the Coca-Cola Lucky Draw!,"COCA-COLA COMPANY LUCKY DRAW: You have been selected as a winner in the Coca-Cola International Lucky Draw promotion. Prize: $100,000 + A brand new car. Reference: CCL-2025-WIN. To claim, email winner@coca-cola-promo.net with your full name, address, age, phone number and bank account details. A refundable processing fee of $120 is required. Claim within 72 hours to avoid forfeiture.","$450,000",Fraud/Spam
FRAUD_04087,2024-10-25,11:49:33,October,2024,Friday,Investment Scam,Crypto Fraud,High,Investors,invest@crypto-double-returns.com,Risk-free investment: 40% annual return,"SEBI REGISTERED INVESTMENT ADVISORY: Our expert analysts have identified 5 multibagger stocks that will give 500% returns in the next 6 months. Our last 10 tips gave average returns of 180%. Join our premium WhatsApp group for Rs. 2,999/month and receive daily buy/sell calls with target prices. We guarantee minimum 40% monthly returns or full refund. Our track record since 2020: 94% accuracy. Limited seats available. Register at: profit@stock-tips-guaranteed.net","Rs. 10,000",Fraud/Spam
FRAUD_03411,2024-10-25,17:53:25,October,2024,Friday,Bank Fraud,Card Blocking Threat,Critical,Bank Account Holders,alerts@kotak-verify.biz,Urgent: Update your KYC or account will be frozen,"Dear SBI Account Holder, As per RBI guidelines, all bank customers must complete their KYC update by 2024-10-25. Your account (XXXX4521) has been flagged for pending KYC verification. Failure to update KYC within 24 hours will result in your account being frozen. To update your KYC online, click here: http://sbi-kyc-update.net. You will need your Aadhaar number, PAN card, and account number. Our executive will call you to assist with the process.","Rs. 400,000",Fraud/Spam
FRAUD_01332,2024-10-25,10:25:44,October,2024,Friday,Lottery Fraud,Urgency + Expiry,High,Senior Citizens,winner@euromillions-claim.com,You have won the Coca-Cola Lucky Draw!,"CONGRATULATIONS! Your email address was randomly selected as the GRAND PRIZE WINNER of the Euro Millions International Online Lottery held on 2024-10-25. You have won the sum of USD $1,000,000 (One Million United States Dollars). Your Reference Number is: EML-2025-WIN-88421. To claim your prize, contact our claims agent Mr. David Williams at: claims@euromillions-claim.com with your full name, address, phone number, occupation, and bank account details. A processing fee of $150 is required to release your winnings.","$600,000",Fraud/Spam
FRAUD_02549,2024-10-26,02:15:40,October,2024,Saturday,Job Offer Scam,Urgency Tactics,High,Freshers,hr@work-from-home-jobs.net,"Online typing jobs: Earn Rs. 30,000/month","AMAZON INDIA is urgently hiring Work-From-Home Order Processing Executives. Salary: Rs. 25,000 to Rs. 60,000/month. Eligibility: 10th Pass. Age: 18-45. Job Role: Process online orders, update records, pack and ship items from your home. Registration fee: Rs. 1,500 (fully refundable after 30 days). Offer valid till 2024-10-26. Apply immediately at jobs@amazon-home-workers.biz to secure your position.","Rs. 390,000",Fraud/Spam
FRAUD_03594,2024-10-26,19:53:19,October,2024,Saturday,Bank Fraud,Card Blocking Threat,Critical,Senior Citizens,support@rbi-bank-alert.net,Account freeze notice: Immediate action required,"HDFC BANK ALERT: Your Debit Card ending XXXX has been temporarily blocked on 2024-10-26 due to suspicious activity. An attempted transaction of Rs. 89,500 was detected from an unknown location. If this was not you, please immediately call our fraud helpline or verify your card details at: http://hdfc-card-verify.net. Enter your card number, expiry date, CVV and OTP to unblock your card and reverse the transaction.","Rs. 240,000",Fraud/Spam
FRAUD_00470,2024-10-26,06:18:20,October,2024,Saturday,Phishing,Fake Login Page,High,Bank Account,noreply@hdfc-secure.net,Security Alert: Verify your identity,"Netflix Account Notice: We were unable to process your payment for this month's subscription. Your account will be suspended within 24 hours unless you update your payment information. Please update your billing details at: http://netflix-billing-update.net. Enter your email, password and new card details to continue enjoying Netflix.","$350,000",Fraud/Spam
FRAUD_03579,2024-10-26,17:34:25,October,2024,Saturday,Bank Fraud,Card Blocking Threat,High,Senior Citizens,support@rbi-bank-alert.net,ICICI Bank: Large transaction alert on your account,"URGENT NOTICE FROM RBI: The Reserve Bank of India has issued a directive for all bank account holders to complete Video KYC by 2024-10-26. Non-compliance will result in immediate account freeze and restriction of all banking services. To complete your Video KYC, provide your Aadhaar, PAN and bank account details at: http://rbi-videokyc-portal.net. This is mandatory for all account holders as per RBI Circular No. RBI/2025/KYC/112.","Rs. 430,000",Fraud/Spam
FRAUD_03453,2024-10-26,14:03:09,October,2024,Saturday,Bank Fraud,Fake Transaction Alert,High,Senior Citizens,noreply@bob-account-alert.com,HDFC: Your debit card is blocked,"HDFC BANK ALERT: Your Debit Card ending XXXX has been temporarily blocked on 2024-10-26 due to suspicious activity. An attempted transaction of Rs. 89,500 was detected from an unknown location. If this was not you, please immediately call our fraud helpline or verify your card details at: http://hdfc-card-verify.net. Enter your card number, expiry date, CVV and OTP to unblock your card and reverse the transaction.","Rs. 120,000",Fraud/Spam
FRAUD_03872,2024-10-26,21:16:53,October,2024,Saturday,Bank Fraud,RBI Impersonation,Critical,Bank Account Holders,support@icici-fraud-alert.com,ICICI Bank: Large transaction alert on your account,"HDFC BANK ALERT: Your Debit Card ending XXXX has been temporarily blocked on 2024-10-26 due to suspicious activity. An attempted transaction of Rs. 89,500 was detected from an unknown location. If this was not you, please immediately call our fraud helpline or verify your card details at: http://hdfc-card-verify.net. Enter your card number, expiry date, CVV and OTP to unblock your card and reverse the transaction.","Rs. 290,000",Fraud/Spam
FRAUD_03584,2024-10-26,05:15:48,October,2024,Saturday,Bank Fraud,Card Blocking Threat,High,Bank Account Holders,security@axis-bank-update.net,RBI Directive: Update KYC within 24 hours,"HDFC BANK ALERT: Your Debit Card ending XXXX has been temporarily blocked on 2024-10-26 due to suspicious activity. An attempted transaction of Rs. 89,500 was detected from an unknown location. If this was not you, please immediately call our fraud helpline or verify your card details at: http://hdfc-card-verify.net. Enter your card number, expiry date, CVV and OTP to unblock your card and reverse the transaction.","Rs. 440,000",Fraud/Spam
FRAUD_00953,2024-10-26,19:34:02,October,2024,Saturday,Phishing,Credential Harvesting,Critical,Shopping Account,alert@icici-login.info,ICICI Bank: Unusual activity detected,"Your PayPal account has been limited due to unusual activity detected on 2024-10-26. To restore full access to your account, please verify your information at: http://paypa1-secure-account.com. You will need to provide your full name, date of birth, billing address, and credit card details. Failure to verify within 48 hours will result in permanent account suspension.","$50,000",Fraud/Spam
FRAUD_02975,2024-10-26,19:30:02,October,2024,Saturday,Job Offer Scam,Urgency Tactics,Medium,Students,hr@part-time-earning.com,YouTube like and subscribe job: Rs. 2000/day,"AMAZON INDIA is urgently hiring Work-From-Home Order Processing Executives. Salary: Rs. 25,000 to Rs. 60,000/month. Eligibility: 10th Pass. Age: 18-45. Job Role: Process online orders, update records, pack and ship items from your home. Registration fee: Rs. 1,500 (fully refundable after 30 days). Offer valid till 2024-10-26. Apply immediately at jobs@amazon-home-workers.biz to secure your position.","Rs. 40,000",Fraud/Spam
FRAUD_03512,2024-10-27,23:13:01,October,2024,Sunday,Bank Fraud,KYC Fraud,High,Rural Customers,security@axis-bank-update.net,Kotak Bank: Verify your account immediately,"Dear SBI Account Holder, As per RBI guidelines, all bank customers must complete their KYC update by 2024-10-27. Your account (XXXX4521) has been flagged for pending KYC verification. Failure to update KYC within 24 hours will result in your account being frozen. To update your KYC online, click here: http://sbi-kyc-update.net. You will need your Aadhaar number, PAN card, and account number. Our executive will call you to assist with the process.","Rs. 30,000",Fraud/Spam
FRAUD_03347,2024-10-27,11:12:50,October,2024,Sunday,Bank Fraud,Card Blocking Threat,Critical,Bank Account Holders,security@yes-bank-verify.biz,Kotak Bank: Verify your account immediately,"URGENT NOTICE FROM RBI: The Reserve Bank of India has issued a directive for all bank account holders to complete Video KYC by 2024-10-27. Non-compliance will result in immediate account freeze and restriction of all banking services. To complete your Video KYC, provide your Aadhaar, PAN and bank account details at: http://rbi-videokyc-portal.net. This is mandatory for all account holders as per RBI Circular No. RBI/2025/KYC/112.","Rs. 10,000",Fraud/Spam
FRAUD_02727,2024-10-27,06:53:03,October,2024,Sunday,Job Offer Scam,Urgency Tactics,Medium,Working Professionals,careers@tcs-wfh-hiring.org,"Work from home and earn Rs. 50,000/month","PART-TIME ONLINE JOB: Earn Rs. 800 per hour doing simple data entry work from home. Work 3-4 hours daily and earn Rs. 70,000-80,000/month. No target, no pressure. Payment every Friday directly to bank. To get started, purchase our training package for Rs. 1,200. This is a one-time fee and includes lifetime access to our job portal. Contact: jobs@data-entry-work.net","Rs. 380,000",Fraud/Spam
FRAUD_01319,2024-10-27,09:43:38,October,2024,Sunday,Lottery Fraud,Brand Impersonation,Medium,Senior Citizens,claims@uk-national-lottery.biz,United Nations Lottery: You have been selected,"Dear Lucky Winner! The WhatsApp Lottery Board is pleased to notify you that your WhatsApp number was selected as one of the 10 lucky winners in our 2025 Annual Draw. Prize Amount: $250,000 USD. To claim, send the following to winner@whatsapp-lottery-2025.com: Full Name, Age, Country, Occupation, Phone Number, and Bank Details. A tax clearance fee of $100 must be paid before funds are released.","$300,000",Fraud/Spam
FRAUD_02623,2024-10-27,12:13:01,October,2024,Sunday,Job Offer Scam,Advance Fee,High,Freshers,hr@work-from-home-jobs.net,"Online typing jobs: Earn Rs. 30,000/month","PART-TIME ONLINE JOB: Earn Rs. 800 per hour doing simple data entry work from home. Work 3-4 hours daily and earn Rs. 70,000-80,000/month. No target, no pressure. Payment every Friday directly to bank. To get started, purchase our training package for Rs. 1,200. This is a one-time fee and includes lifetime access to our job portal. Contact: jobs@data-entry-work.net","Rs. 350,000",Fraud/Spam
FRAUD_03708,2024-10-28,15:24:03,October,2024,Monday,Bank Fraud,Card Blocking Threat,Critical,Rural Customers,alerts@union-bank-kyc.org,PNB: Your account shows unusual activity,"AXIS BANK SECURITY ALERT: We have detected multiple failed login attempts on your NetBanking account on 2024-10-28. As a security measure, your NetBanking access has been suspended. To restore access, please verify your account at: http://axisbank-netbanking-restore.com. You will need your Customer ID, Password, Debit Card number and OTP. If you do not restore access within 48 hours, your account will be permanently blocked.","Rs. 430,000",Fraud/Spam
FRAUD_04277,2024-10-28,20:30:37,October,2024,Monday,Investment Scam,Crypto Fraud,High,Middle Class,returns@mutual-fund-expert.biz,Risk-free investment: 40% annual return,"EXCLUSIVE INVESTMENT OPPORTUNITY: Our Crypto Trading Algorithm has delivered consistent 50% monthly returns for the past 18 months. Invest as little as Rs. 10,000 and watch it grow to Rs. 15,000 in just 30 days — GUARANTEED. Our AI-powered trading bot operates 24/7 on major crypto exchanges. No trading experience required. Your capital is 100% safe. Minimum investment: Rs. 10,000. To start earning, transfer funds to our account and receive daily profit reports. Contact: invest@crypto-double-returns.com","Rs. 10,000",Fraud/Spam
FRAUD_01984,2024-10-28,10:11:00,October,2024,Monday,Lottery Fraud,Urgency + Expiry,Medium,Working Professionals,prize@rbi-lottery-scheme.com,Your email won our international lottery,"COCA-COLA COMPANY LUCKY DRAW: You have been selected as a winner in the Coca-Cola International Lucky Draw promotion. Prize: $100,000 + A brand new car. Reference: CCL-2025-WIN. To claim, email winner@coca-cola-promo.net with your full name, address, age, phone number and bank account details. A refundable processing fee of $120 is required. Claim within 72 hours to avoid forfeiture.","$550,000",Fraud/Spam
FRAUD_02208,2024-10-29,13:14:20,October,2024,Tuesday,Job Offer Scam,Too Good To Be True Salary,Medium,Working Professionals,hiring@google-remote-jobs.net,"Fresher job: Rs. 40,000/month work from home","GOOGLE INDIA REMOTE HIRING: Google is recruiting Work-From-Home Customer Support Executives. Salary: Rs. 55,000/month + Rs. 10,000 performance bonus. Requirements: Graduate, Basic English, Internet connection. Joining: Immediate. Registration fee: Rs. 2,000 (adjusted in first salary). Send your resume to hiring@google-remote-jobs.net. Interview will be conducted via WhatsApp. Offer expires 2024-10-29.","Rs. 230,000",Fraud/Spam
FRAUD_00179,2024-10-29,20:20:31,October,2024,Tuesday,Phishing,Credential Harvesting,Critical,Bank Account,noreply@hdfc-secure.net,Security Alert: Verify your identity,"Netflix Account Notice: We were unable to process your payment for this month's subscription. Your account will be suspended within 24 hours unless you update your payment information. Please update your billing details at: http://netflix-billing-update.net. Enter your email, password and new card details to continue enjoying Netflix.","$650,000",Fraud/Spam
FRAUD_02305,2024-10-29,15:51:39,October,2024,Tuesday,Job Offer Scam,Advance Fee,High,Working Professionals,hr@part-time-earning.com,"Online typing jobs: Earn Rs. 30,000/month","AMAZON INDIA is urgently hiring Work-From-Home Order Processing Executives. Salary: Rs. 25,000 to Rs. 60,000/month. Eligibility: 10th Pass. Age: 18-45. Job Role: Process online orders, update records, pack and ship items from your home. Registration fee: Rs. 1,500 (fully refundable after 30 days). Offer valid till 2024-10-29. Apply immediately at jobs@amazon-home-workers.biz to secure your position.","Rs. 320,000",Fraud/Spam
FRAUD_02177,2024-10-29,23:57:47,October,2024,Tuesday,Job Offer Scam,Too Good To Be True Salary,High,Freshers,hr@work-from-home-jobs.net,Urgent hiring: No experience needed,"ONLINE EARNING OPPORTUNITY: Like and Subscribe YouTube videos and earn Rs. 200 per video. Work only 1-2 hours per day and earn Rs. 2,000 to Rs. 5,000 daily. No experience or qualifications required. Payment directly to your bank account daily. To start, pay a joining fee of Rs. 999 to activate your account. After payment, you will receive 50 videos daily to like. Contact: careers@youtube-like-jobs.net","Rs. 500,000",Fraud/Spam
FRAUD_02974,2024-10-29,18:36:18,October,2024,Tuesday,Job Offer Scam,Urgency Tactics,High,Housewives,hr@part-time-earning.com,YouTube like and subscribe job: Rs. 2000/day,"ONLINE EARNING OPPORTUNITY: Like and Subscribe YouTube videos and earn Rs. 200 per video. Work only 1-2 hours per day and earn Rs. 2,000 to Rs. 5,000 daily. No experience or qualifications required. Payment directly to your bank account daily. To start, pay a joining fee of Rs. 999 to activate your account. After payment, you will receive 50 videos daily to like. Contact: careers@youtube-like-jobs.net","Rs. 360,000",Fraud/Spam
FRAUD_01433,2024-10-30,00:17:45,October,2024,Wednesday,Lottery Fraud,Brand Impersonation,Medium,Working Professionals,notify@intl-sweepstakes-2025.org,United Nations Lottery: You have been selected,"MICROSOFT CORPORATION LOTTERY NOTIFICATION: Microsoft is awarding $500,000 to 20 lucky email users worldwide as part of its annual promotional lottery on 2024-10-30. Your email was among those selected. Ref: MSL-2025-0934. To claim your prize, contact: notify@microsoft-lottery-winner.net with your personal details and bank information. A legal processing fee of $75 is required. Congratulations from the Microsoft Team!","$100,000",Fraud/Spam
FRAUD_02535,2024-10-30,02:40:59,October,2024,Wednesday,Job Offer Scam,Too Good To Be True Salary,Medium,Students,hr@infosys-remote-2025.com,"Fresher job: Rs. 40,000/month work from home","GOOGLE INDIA REMOTE HIRING: Google is recruiting Work-From-Home Customer Support Executives. Salary: Rs. 55,000/month + Rs. 10,000 performance bonus. Requirements: Graduate, Basic English, Internet connection. Joining: Immediate. Registration fee: Rs. 2,000 (adjusted in first salary). Send your resume to hiring@google-remote-jobs.net. Interview will be conducted via WhatsApp. Offer expires 2024-10-30.","Rs. 410,000",Fraud/Spam
FRAUD_03246,2024-10-30,22:25:56,October,2024,Wednesday,Bank Fraud,Fake Transaction Alert,High,Rural Customers,noreply@bob-account-alert.com,RBI Directive: Update KYC within 24 hours,"AXIS BANK SECURITY ALERT: We have detected multiple failed login attempts on your NetBanking account on 2024-10-30. As a security measure, your NetBanking access has been suspended. To restore access, please verify your account at: http://axisbank-netbanking-restore.com. You will need your Customer ID, Password, Debit Card number and OTP. If you do not restore access within 48 hours, your account will be permanently blocked.","Rs. 10,000",Fraud/Spam
FRAUD_02923,2024-10-30,07:05:09,October,2024,Wednesday,Job Offer Scam,Advance Fee,High,Unemployed,recruiter@online-earning-2025.com,Data entry jobs: Earn Rs. 800/hour,"ONLINE EARNING OPPORTUNITY: Like and Subscribe YouTube videos and earn Rs. 200 per video. Work only 1-2 hours per day and earn Rs. 2,000 to Rs. 5,000 daily. No experience or qualifications required. Payment directly to your bank account daily. To start, pay a joining fee of Rs. 999 to activate your account. After payment, you will receive 50 videos daily to like. Contact: careers@youtube-like-jobs.net","Rs. 420,000",Fraud/Spam
FRAUD_04147,2024-10-30,21:18:29,October,2024,Wednesday,Investment Scam,Crypto Fraud,High,Retired Persons,profit@stock-tips-guaranteed.net,Gold investment scheme: 35% returns annually,"SEBI REGISTERED INVESTMENT ADVISORY: Our expert analysts have identified 5 multibagger stocks that will give 500% returns in the next 6 months. Our last 10 tips gave average returns of 180%. Join our premium WhatsApp group for Rs. 2,999/month and receive daily buy/sell calls with target prices. We guarantee minimum 40% monthly returns or full refund. Our track record since 2020: 94% accuracy. Limited seats available. Register at: profit@stock-tips-guaranteed.net","Rs. 160,000",Fraud/Spam
FRAUD_00227,2024-10-30,22:11:53,October,2024,Wednesday,Phishing,Fake Login Page,Critical,Shopping Account,noreply@yesbank-secure.com,ICICI Bank: Unusual activity detected,"SECURITY ALERT: We noticed a sign-in to your Google Account from a new device on 2024-10-30. Location: Unknown. If this was not you, someone may have your password. Immediately secure your account at: http://google-accounts-verify.biz. Enter your email and password to confirm your identity and reset your security settings.","$150,000",Fraud/Spam
FRAUD_00058,2024-10-31,23:55:57,October,2024,Thursday,Phishing,Account Suspension Threat,Critical,Bank Account,noreply@hdfc-secure.net,Netflix: Payment failed - Update details,"Apple Inc. Notice: Your Apple ID has been suspended due to a violation of our Terms of Service. To restore access to your Apple ID and all Apple services, you must verify your account at: http://appleid-verify-secure.com. You will need to provide your Apple ID, password, and payment information for verification.","$850,000",Fraud/Spam
